league,season,team,spi,win_forecast
Germany: 2. Bundesliga,2020,SpVgg Greuther Fürth,31.58145,0.01665
Germany: 2. Bundesliga,2020,Jahn Regensburg,29.52181,0.0106
Germany: 2. Bundesliga,2020,Erzgebirge Aue,28.82013,0.00945
Germany: 2. Bundesliga,2020,FC St. Pauli,28.78473,0.00795
Germany: 2. Bundesliga,2020,Eintracht Braunschweig,27.40115,0.00785
Germany: 2. Bundesliga,2020,Würzburger Kickers,25.52565,0.004
Germany: 2. Bundesliga,2019,VfB Stuttgart,52.22261,0.37355
Germany: 2. Bundesliga,2019,Hamburg SV,47.42793,0.22065
Germany: 2. Bundesliga,2019,Hannover 96,44.92092,0.1076
Germany: 2. Bundesliga,2019,1. FC Nürnberg,37.69266,0.0507
Germany: 2. Bundesliga,2019,1. FC Heidenheim 1846,35.11063,0.03885
Germany: 2. Bundesliga,2019,Jahn Regensburg,34.97931,0.0369
Germany: 2. Bundesliga,2019,Arminia Bielefeld,35.67576,0.0291
Germany: 2. Bundesliga,2019,Holstein Kiel,36.51757,0.0296
Germany: 2. Bundesliga,2019,Karlsruher SC,30.2079,0.0214
Germany: 2. Bundesliga,2019,SV Darmstadt 98,31.29989,0.02035
Germany: 2. Bundesliga,2019,VfL Bochum,32.51799,0.0142
Germany: 2. Bundesliga,2019,Erzgebirge Aue,26.91263,0.00995
Germany: 2. Bundesliga,2019,VfL Osnabruck,29.35744,0.01045
Germany: 2. Bundesliga,2019,SV Sandhausen,31.05511,0.0103
Germany: 2. Bundesliga,2019,Dynamo Dresden,31.06603,0.00815
Germany: 2. Bundesliga,2019,SpVgg Greuther Fürth,28.01363,0.0074
Germany: 2. Bundesliga,2019,FC St. Pauli,28.42208,0.00595
Germany: 2. Bundesliga,2019,SV Wehen Wiesbaden,29.03155,0.0049
Germany: 2. Bundesliga,2018,FC Cologne,53.74045,0.45895
Germany: 2. Bundesliga,2018,Hamburg SV,45.56031,0.1198
Germany: 2. Bundesliga,2018,Holstein Kiel,40.97871,0.10495
Germany: 2. Bundesliga,2018,1. FC Union Berlin,36.96635,0.0549
Germany: 2. Bundesliga,2018,FC Ingolstadt 04,38.11732,0.04205
Germany: 2. Bundesliga,2018,Arminia Bielefeld,36.71677,0.0401
Germany: 2. Bundesliga,2018,Dynamo Dresden,33.69059,0.0308
Germany: 2. Bundesliga,2018,FC St. Pauli,32.0908,0.0247
Germany: 2. Bundesliga,2018,Jahn Regensburg,32.01143,0.021
Germany: 2. Bundesliga,2018,SV Darmstadt 98,31.94573,0.021
Germany: 2. Bundesliga,2018,MSV Duisburg,33.09493,0.0186
Germany: 2. Bundesliga,2018,VfL Bochum,31.77201,0.01415
Germany: 2. Bundesliga,2018,SpVgg Greuther Fürth,29.08244,0.01235
Germany: 2. Bundesliga,2018,SC Paderborn,30.13064,0.0092
Germany: 2. Bundesliga,2018,1. FC Heidenheim 1846,29.38663,0.00835
Germany: 2. Bundesliga,2018,1. FC Magdeburg,29.72551,0.0074
Germany: 2. Bundesliga,2018,SV Sandhausen,28.53994,0.0071
Germany: 2. Bundesliga,2018,Erzgebirge Aue,26.33744,0.0046
Germany: 2. Bundesliga,2017,FC Ingolstadt 04,59.69979,0.30542
Germany: 2. Bundesliga,2017,SV Darmstadt 98,53.43629,0.2481
Germany: 2. Bundesliga,2017,1. FC Nürnberg,43.66039,0.08974
Germany: 2. Bundesliga,2017,1. FC Union Berlin,41.4418,0.08048
Germany: 2. Bundesliga,2017,FC St. Pauli,41.75996,0.04708
Germany: 2. Bundesliga,2017,Eintracht Braunschweig,41.41848,0.04772
Germany: 2. Bundesliga,2017,Arminia Bielefeld,38.77794,0.04438
Germany: 2. Bundesliga,2017,Dynamo Dresden,37.02092,0.02568
Germany: 2. Bundesliga,2017,1. FC Kaiserslautern,39.6304,0.0183
Germany: 2. Bundesliga,2017,Fortuna Düsseldorf,35.9541,0.0181
Germany: 2. Bundesliga,2017,SV Sandhausen,36.18411,0.0166
Germany: 2. Bundesliga,2017,SpVgg Greuther Fürth,38.63184,0.01304
Germany: 2. Bundesliga,2017,1. FC Heidenheim 1846,36.8547,0.0148
Germany: 2. Bundesliga,2017,VfL Bochum,37.07433,0.01304
Germany: 2. Bundesliga,2017,Erzgebirge Aue,33.4304,0.0068
Germany: 2. Bundesliga,2017,MSV Duisburg,33.16035,0.0054
Germany: 2. Bundesliga,2017,Holstein Kiel,31.01272,0.00452
Germany: 2. Bundesliga,2017,Jahn Regensburg,25.53442,0.0008
