league,season,team,spi,win_forecast
England: League Two,2019,Bradford City,21.31298,0.17285
England: League Two,2019,Swindon Town,17.61226,0.1213
England: League Two,2019,Scunthorpe,20.02251,0.12335
England: League Two,2019,Exeter City,15.86292,0.08935
England: League Two,2019,Mansfield Town,16.81127,0.08615
England: League Two,2019,Salford City,15.72636,0.0784
England: League Two,2019,Plymouth Argyle,15.4171,0.0733
England: League Two,2019,Oldham Athletic,16.16928,0.05495
England: League Two,2019,Forest Green Rovers,12.85044,0.04705
England: League Two,2019,Walsall,10.02585,0.0204
England: League Two,2019,Carlisle United,11.13008,0.02055
England: League Two,2019,Colchester United,10.56027,0.0174
England: League Two,2019,Stevenage,10.61373,0.01525
England: League Two,2019,Northampton Town,11.26104,0.01275
England: League Two,2019,Newport County,8.51802,0.0132
England: League Two,2019,Leyton Orient,8.7067,0.01265
England: League Two,2019,Grimsby Town,7.86522,0.0118
England: League Two,2019,Cheltenham Town,10.0151,0.00925
England: League Two,2019,Crewe Alexandra,9.05062,0.00665
England: League Two,2019,Morecambe,7.65923,0.0045
England: League Two,2019,Crawley Town,6.63275,0.00245
England: League Two,2019,Port Vale,6.96721,0.0028
England: League Two,2019,Cambridge United,6.87318,0.00185
England: League Two,2019,Macclesfield,5.86466,0.0018
England: League Two,2018,Milton Keynes Dons,25.20333,0.26825
England: League Two,2018,Oldham Athletic,24.26623,0.16975
England: League Two,2018,Mansfield Town,18.88123,0.09575
England: League Two,2018,Bury,19.04321,0.0928
England: League Two,2018,Exeter City,17.41266,0.0681
England: League Two,2018,Lincoln City,16.19061,0.0591
England: League Two,2018,Northampton Town,17.78994,0.0579
England: League Two,2018,Crewe Alexandra,16.16592,0.0433
England: League Two,2018,Swindon Town,13.78325,0.02795
England: League Two,2018,Notts County,13.60892,0.0231
England: League Two,2018,Forest Green Rovers,13.18979,0.0208
England: League Two,2018,Carlisle United,11.66389,0.01285
England: League Two,2018,Crawley Town,11.25188,0.01295
England: League Two,2018,Tranmere Rovers,10.15596,0.00865
England: League Two,2018,Cambridge United,10.69421,0.0065
England: League Two,2018,Stevenage,10.09909,0.0076
England: League Two,2018,Port Vale,9.1191,0.00735
England: League Two,2018,Colchester United,8.31962,0.00555
England: League Two,2018,Macclesfield,8.92177,0.0038
England: League Two,2018,Cheltenham Town,8.8449,0.0026
England: League Two,2018,Yeovil Town,7.68566,0.00205
England: League Two,2018,Newport County,7.28274,0.00185
England: League Two,2018,Grimsby Town,5.93307,0.0008
England: League Two,2018,Morecambe,6.28923,0.00065
